Generator Name,Power Project Type,Capacity (MW),DC Capacity (MW),Owner,Power Project Status,Contract Price ($/MWh),Contract Type,Contract Price Type,Contract Offtaker Type,Hybrid Status,State,ISO,Latitude (Degrees),Longitude (Degrees),First Power Date,Year,hail_lat,hail_lon,hail_dist
Orchard Knob Solar,Solar,2.3,3.0,"Orchard Knob PM, LLC",Operating,52.35,,Assumed,,N,OR,Non-ISO,44.947,-123.31,01/01/2025,2025,45.2,-123.7,0.4648752520838257
Faraday Solar:PV,Solar,525.0,682.5,Excelsior Energy Capital,In Construction,43.25,,Assumed,,Y,UT,Non-ISO,40.559355,-112.035871,07/01/2026,2026,40.7,-112.0,0.14514732056087637
Brenneman Solar,Solar,150.0,195.0,Doral Renewables,In Construction,59.03,,Assumed,,N,GA,Non-ISO,32.084171,-84.223467,03/01/2026,2026,31.7,-84.1,0.40352380020266476
Obed Meadow Solar Project:PV,Solar,200.0,260.0,Avangrid,In Construction,39.28,,Assumed,,Y,AZ,Non-ISO,34.934364,-110.311509,07/01/2026,2026,35.3,-110.2,0.3822616140511573
Arizona Public Service:Q334:PV,Solar,500.0,650.0,DESRI,In Construction,39.4,,Assumed,,Y,AZ,Non-ISO,33.568951,-112.707006,08/01/2026,2026,33.5,-112.9,0.2049412707021192
Forgeview Solar: FFOR1,Solar,200.0,260.0,NextEra Energy Resources,In Construction,45.09,,Assumed,,N,AR,MISO,35.945918,-89.86902,03/01/2026,2026,36.2,-89.5,0.44803283710461056
Solar Star 4: SS4PV,Solar,24.0,31.2,BHE Renewables,In Construction,57.84,PPA,Assumed,Utility,Y,CA,CAISO,34.84166,-118.4551,08/01/2026,2026,34.4,-118.3,0.46810208886523924
Farmland Partners Solar,Solar,75.0,97.5,ENGIE North America,In Construction,48.74,,Assumed,,N,IL,MISO,39.224893,-87.899824,07/01/2026,2026,38.9,-87.7,0.38142508101198447
Pioneer Clean Energy Center:PV,Solar,300.0,650.0,BrightNight,In Construction,39.42,PPA,Assumed,Utility,Y,AZ,Non-ISO,32.549081,-114.5974,09/01/2026,2026,32.6,-114.7,0.11454040580075664
Morris Solar J1182,Solar,250.0,325.0,AES,Operating,51.89,,Assumed,,N,MO,MISO,40.1514,-92.5993,06/01/2025,2025,39.8,-92.2,0.531904549707935
Eldorado Solar Project J1096,Solar,150.0,189.0,Tenaska Energy,Operating,59.5,VPPA,Actual,C&I,N,IL,MISO,37.85259,-88.44912,01/01/2025,2025,38.0,-88.6,0.21093715296267854
Choctaw Fields Solar Project: USMNC,Solar,85.0,110.5,Savion Energy,In Construction,57.39,,Assumed,,N,OK,SPP,34.030703,-95.32214,03/01/2026,2026,34.4,-94.9,0.5608765049536271
ROSAMOND SOUTH EAST,Solar,100.0,130.0,Clearway Energy,Operating,57.58,,Assumed,,Y,CA,CAISO,34.823724,-118.381955,08/06/2025,2025,34.4,-118.3,0.4315769342782365
Mayhew Creek Solar,Solar,1.0,130.0,NextEra Energy Resources,In Construction,48.93,,Assumed,,N,MN,MISO,45.617761,-94.149932,04/01/2026,2026,45.2,-94.0,0.44385116620890047
Fairbanks Solar,Solar,250.0,325.0,Northern Indiana Public Service Company,Operating,52.33,,Assumed,,N,IN,MISO,39.193317,-87.52384,05/01/2025,2025,38.9,-87.7,0.3421508557478698
Coldwater River Solar: CRS,Solar,150.0,195.0,Apex Clean Energy,Operating,55.35,,Assumed,,N,MI,MISO,41.89223,-85.03205,07/01/2025,2025,41.6,-85.0,0.2939822705538513
Flint Solar: PV,Solar,400.0,520.0,Leeward Renewable Energy,Suspended,58.27,,Assumed,,Y,GA,Non-ISO,30.921111,-84.691944,04/01/2025,2025,30.8,-85.0,0.3310081169050024
Enterprise SolarL PV,Solar,80.0,104.0,Recurrent Energy,Suspended,51.78,PPA,Actual,Utility,Y,AL,Non-ISO,31.250113,-85.85147,02/01/2025,2025,31.7,-85.9,0.4524969322205403
Freshwater Solar,Solar,200.0,260.0,Ranger Power,In Construction,55.55,,Assumed,,N,MI,MISO,43.338197,-85.04013,12/01/2025,2025,43.4,-85.0,0.07368872172184897
Eldorado Solar Project II,Solar,150.0,156.0,Tenaska Energy,In Construction,48.74,,Assumed,,N,IL,MISO,37.8688,-88.4259,03/01/2026,2026,38.0,-88.6,0.21800057339373777
Grandview Solar Project,Solar,70.0,91.0,Sol Systems,In Construction,51.85,,Assumed,,N,IN,MISO,38.002613,-86.952825,07/01/2026,2026,38.0,-86.8,0.15284733688881252
Little Trout Solar: LTRSP,Solar,150.0,195.0,DTE Energy,In Construction,55.45,,Assumed,,N,MI,MISO,45.334045,-83.75117,06/01/2026,2026,45.2,-84.1,0.37369831538955967
Silver Maple Solar Farm,Solar,200.0,260.0,RWE Renewables,In Construction,55.36,,Assumed,,N,MI,MISO,42.985882,-85.991593,04/01/2026,2026,43.4,-85.9,0.4241261552568995
Winfield (MO) J1268,Solar,150.0,195.0,Cordelio Power,Operating,51.96,,Assumed,,N,MO,MISO,39.019518,-90.85517,05/01/2025,2025,38.9,-91.3,0.46060642768419585
Kiowa County Solar Project,Solar,100.0,130.0,Ares Management,Operating,57.13,,Assumed,,N,OK,SPP,34.669592,-98.96231,02/01/2025,2025,34.4,-99.4,0.5140548439262144
Pana Solar,Solar,100.0,130.0,NextEra Energy Resources,In Construction,48.74,,Assumed,,N,IL,MISO,39.408255,-89.080064,07/01/2026,2026,39.8,-89.5,0.5742912058537951
Huckleberry Solar: HBS,Solar,124.7,162.1,Leeward Renewable Energy,In Construction,56.8,,Assumed,C&I,N,OK,SPP,36.25439,-95.39748,03/01/2026,2026,36.2,-95.8,0.406178067477795
Kelso Solar,Solar,174.5,215.0,Arevon Energy,In Construction,52.14,VPPA,Assumed,C&I,N,MO,MISO,37.030307,-89.532329,07/01/2026,2026,37.1,-89.5,0.07682628775360945
Morley Solar: MLY,Solar,100.0,130.0,Leeward Renewable Energy,In Construction,51.92,,Assumed,,N,MO,MISO,37.051043,-89.66272,07/01/2026,2026,37.1,-89.5,0.16992523723390207
Optimist Solar,Solar,200.0,260.0,Origis Energy,In Construction,46.6,PPA,Assumed,Utility,Y,MS,Non-ISO,33.637814,-88.647839,12/01/2025,2025,33.5,-88.6,0.14588100807507692
Elk Creek Solar Project,Solar,200.0,260.0,Geronimo Power,In Construction,56.32,,Assumed,,N,MN,MISO,43.681874,-96.092311,07/01/2026,2026,43.4,-95.8,0.4060771756661533
Sportsman Solar Energy,Solar,100.0,130.0,Invenergy,In Construction,50.04,,Assumed,,Y,LA,MISO,30.759998,-90.437656,07/01/2026,2026,30.8,-90.4,0.054937549453902404
Tilden Solar,Solar,150.0,195.0,Tenaska Energy,In Construction,49.01,,Assumed,,N,IL,MISO,38.190651,-89.68408,03/01/2026,2026,38.0,-89.5,0.265015565959811
Newton Solar,Solar,100.0,130.0,Geronimo Power,In Construction,46.67,,Assumed,,N,MS,Non-ISO,32.236475,-89.146481,12/01/2025,2025,32.6,-89.5,0.5070760386628479
Kelso 2 Solar,Solar,174.5,215.0,Arevon Energy,In Construction,52.14,VPPA,Assumed,C&I,N,MO,MISO,37.030307,-89.532329,07/01/2026,2026,37.1,-89.5,0.07682628775360945
Palo Alto Solar,Solar,250.0,325.0,Invenergy,In Construction,55.49,,Assumed,,N,IA,MISO,43.19485,-94.792778,07/01/2025,2025,43.4,-94.9,0.23148019307059509
Northern Orchard Solar PV: NO1,Solar,172.0,195.0,RWE Renewables,Operating,65.54,PPA,Assumed,Utility,Y,CA,CAISO,35.120183,-119.279,07/01/2025,2025,35.3,-119.2,0.19640558415940962
Ross County Solar: ROSS,Solar,120.0,156.0,Geronimo Power,Operating,62.15,VPPA,Assumed,C&I,N,OH,PJM,39.325867,-83.35276,01/01/2025,2025,38.9,-83.2,0.45243598363636306
Kingwood Solar: KWOOD,Solar,175.0,227.5,Vesper Energy,In Construction,60.92,,Assumed,,N,OH,PJM,39.782,-83.83,09/01/2026,2026,39.8,-84.1,0.2705993348107084
Hot Pot Solar: HPS,Solar,350.0,455.0,Primergy,Suspended,37.17,,Assumed,,N,NV,Non-ISO,40.887886,-117.1305,02/01/2026,2026,40.7,-117.4,0.3285291448197615
Newton Solar BESS: PV,Solar,52.0,67.6,Luminant,In Construction,48.26,,Assumed,,Y,IL,MISO,38.9361,-88.2781,09/01/2026,2026,38.9,-88.6,0.32391792170239664
Jackson County Solar,Solar,125.0,162.5,National Grid,In Construction,55.19,,Assumed,,N,MI,MISO,42.254485,-84.482425,07/01/2026,2026,42.5,-84.1,0.4544518630724358
Bellefield 2 Solar & Energy Storage Farm: 26SBA,Solar,500.0,650.0,AES,In Construction,57.88,,Assumed,,Y,CA,CAISO,35.017779,-118.0687,03/01/2026,2026,35.3,-118.3,0.36489502989352346
JVR Energy Park: JVR1A,Solar,90.0,117.0,BayWa r.e.,In Construction,57.75,PPA,Assumed,Utility,Y,CA,CAISO,32.625903,-116.1749,10/01/2026,2026,32.6,-116.5,0.3261303043401579
Darien Solar: 1,Solar,250.0,325.0,Invenergy,Operating,53.13,,Assumed,,N,WI,MISO,42.62,-88.74,03/06/2025,2025,42.5,-88.6,0.18439088914585652
Prairie Solar: KOV4A,Solar,135.0,175.5,BayWa r.e.,In Construction,48.69,PPA,Assumed,Utility,N,IL,MISO,40.010442,-88.05794,09/01/2026,2026,39.8,-87.7,0.4152190734588184
Hornet Solar: GEN,Solar,73.0,94.9,Capital Power,In Construction,54.69,PPA,Assumed,Utility,N,NC,Non-ISO,35.387,-81.029,06/01/2026,2026,35.3,-81.4,0.38106429903627487
Biggs Ford Solar Center: BFSC,Solar,15.0,19.5,Coronal Development Services,Operating,70.4,,Assumed,,N,MD,PJM,39.4829,-77.3757,08/01/2025,2025,39.8,-77.8,0.5297007645831745
Apple Hill Solar: APPL,Solar,2.0,2.6,Allco Renewable Energy,In Construction,51.04,,Assumed,,N,VT,ISO-NE,42.9077,-73.2041,04/01/2026,2026,42.5,-73.3,0.4188270526124103
Raceway Solar: RACE,Solar,50.0,65.0,Freepoint Comodities,In Construction,58.87,,Assumed,,N,DE,PJM,38.909956,-75.58819,03/01/2026,2026,38.9,-76.0,0.41193033153192576
Aratina Solar Center 1B: 91MC8,Solar,80.0,260.0,Avantus,In Construction,62.07,PPA,Actual,Utility,Y,CA,CAISO,34.986825,-117.680784,06/01/2026,2026,35.3,-117.4,0.42061649430448467
Juniper Solar: 48,Solar,74.9,97.4,energyRe,In Construction,55.02,,Assumed,,N,SC,Non-ISO,34.638189,-79.86121,03/01/2026,2026,34.4,-79.6,0.3535034141574903
Washington Solar II (SC): 88,Solar,2.0,2.6,Headwater Energy,In Construction,54.99,,Assumed,,N,SC,Non-ISO,34.238081,-79.25195,04/01/2026,2026,34.4,-79.6,0.3838705055887983
Samson Solar Energy II: GEN1,Solar,200.0,260.0,Invenergy,In Construction,58.89,VPPA,Assumed,C&I,N,TX,ERCOT,33.429182,-95.33175,07/01/2026,2026,33.5,-94.9,0.4375194299959661
Camino Solar Hybrid: PV,Solar,44.0,57.0,Avangrid,In Construction,56.65,VPPA,Assumed,Municipal,Y,CA,CAISO,34.93031,-118.4432,03/31/2025,2025,35.3,-118.3,0.39645546546869675
Tesla Reno GigaFactory: 3,Solar,1.0,1.3,Tesla,In Construction,37.01,,Assumed,,N,NV,Non-ISO,39.539511,-119.4392,12/01/2025,2025,39.8,-119.2,0.3536540104692697
Black Hollow Sun: BHS01,Solar,150.0,195.0,Contour Global,Operating,44.97,PPA,Assumed,Utility,N,CO,Non-ISO,40.616742,-104.8489,09/04/2025,2025,40.7,-104.8,0.0965562248847812
Yum Yum Solar: GEN1,Solar,147.0,191.1,Invenergy,In Construction,51.55,PPA,Assumed,C&I,N,TN,Non-ISO,35.252463,-89.25136,05/01/2026,2026,35.3,-89.5,0.25314346914150715
Blue Jay Solar I: BLUJS,Solar,51.6,103.3,Enel Green Power,Operating,58.44,PPA,Assumed,C&I,Y,TX,ERCOT,30.705329,-96.06983,10/01/2025,2025,30.8,-95.8,0.2859559881188008
State Route 64N Community Solar Farm: 1089,Solar,1.2,1.6,Delaware River Solar,Operating,117.33,,Assumed,,N,NY,NYISO,42.915,-77.454,04/01/2025,2025,42.5,-77.8,0.5403156484870689
LeGore Bridge Solar Center: LGBSC,Solar,20.0,26.0,Orsted,Operating,70.44,,Assumed,,N,MD,PJM,39.572402,-77.30787,11/01/2025,2025,39.8,-76.9,0.46707471190805305
Calhoun County Solar Project: GEN1,Solar,125.0,162.5,Savion Energy,Operating,62.0,PPA,Actual,Utility,N,MI,MISO,42.254,-84.813,03/01/2025,2025,42.5,-85.0,0.3090064724241228
Colleton Solar: 30,Solar,74.9,97.4,Colleton Solar,Suspended,55.09,,Assumed,,N,SC,Non-ISO,33.123794,-80.84248,10/01/2026,2026,33.5,-80.5,0.5087469949159396
Rexford Solar Farm: 20SD8,Solar,300.0,390.0,AES,Operating,57.46,PPA,Assumed,Utility,Y,CA,CAISO,35.840479,-119.0827,02/01/2025,2025,36.2,-119.2,0.3781727640126939
"Eland Solar & Storage Center, Phase 2 Hy: 69SV8",Solar,200.0,374.0,Arevon Energy,Operating,15.8,PPA,Actual,Utility,Y,CA,Non-ISO,35.2167,-117.977,07/01/2025,2025,35.3,-118.3,0.3335684187689157
Cotton Solar: PV1,Solar,16.0,20.8,"Cotton Solar, LLC",In Construction,54.84,,Assumed,,N,SC,Non-ISO,34.455,-79.41028,12/01/2025,2025,34.4,-79.6,0.19753146179785572
SR Litchfield: LITCH,Solar,19.8,25.7,Silicon Ranch,Operating,83.13,PPA,Assumed,C&I,N,CT,ISO-NE,41.793735,-73.16701,02/01/2025,2025,41.6,-73.3,0.23498848977130068
Skeleton Creek Energy Center Hybrid: SCSOL,Solar,250.0,325.0,NextEra Energy Resources,In Construction,56.89,PPA,Assumed,Cooperative,Y,OK,SPP,36.521428,-98.03436,12/31/2025,2025,36.2,-97.6,0.540355964882418
Ridgely Energy Farm: RIGPV,Solar,177.0,330.2,Leeward Renewable Energy,Operating,50.1,PPA,Assumed,Utility,Y,TN,Non-ISO,36.306319,-89.46202,08/01/2025,2025,36.2,-89.5,0.11289911496995966
Perendale Holdings: GEN1,Solar,7.5,9.8,hep solar,Operating,54.31,,Assumed,,N,NC,Non-ISO,35.985701,-80.54407,01/01/2025,2025,36.2,-80.5,0.2187835146920402
Axton Solar: AXTON,Solar,201.1,261.4,Vesper Energy,Suspended,70.74,VPPA,Assumed,C&I,N,VA,PJM,36.671684,-79.68606,12/01/2025,2025,37.1,-79.6,0.43687632054850783
Hornet Solar (TX): HRNET,Solar,600.0,745.0,Vesper Energy,Operating,52.59,VPPA,Assumed,C&I,N,TX,ERCOT,34.485162,-101.9714,04/10/2025,2025,34.4,-102.1,0.1542417785296789
Solar PV Development NM 18 II: SPD,Solar,130.0,169.0,NextEra Energy Resources,In Construction,40.95,,Assumed,,N,NM,Non-ISO,32.31478,-107.678,02/01/2026,2026,32.6,-108.4,0.7762953358097764
El Paso Electric Co:LG-21-9-3:PV,Solar,150.0,195.0,,Suspended,40.82,,Assumed,,Y,NM,Non-ISO,35.107956,-106.724881,07/01/2026,2026,35.3,-106.6,0.22907676027261875
Firefly Solar,Solar,96.0,124.8,Recurrent Energy,In Construction,70.85,,Assumed,,N,VA,PJM,36.57425,-79.228719,01/01/2026,2026,36.2,-79.6,0.5271742059898175
North Ridge Solar: NRIDG,Solar,20.0,26.0,Dominion Energy Virginia,In Construction,78.06,,Assumed,,N,VA,PJM,37.535275,-77.82396,03/01/2026,2026,37.1,-77.8,0.4359339482364245
Staley Solar,Solar,20.0,26.0,TC Energy,In Construction,56.47,VPPA,Assumed,C&I,N,IL,PJM,41.216532,-87.906307,06/01/2026,2026,41.6,-87.7,0.43544263143725204
Swiftwater Solar,Solar,80.0,104.0,Apex Clean Energy,In Construction,70.32,VPPA,Assumed,C&I,N,PA,PJM,41.086921,-75.372991,12/01/2025,2025,40.7,-75.1,0.4735313572742546
Golden Aster Solar Energy Center,Solar,160.0,208.0,Invenergy,Suspended,55.42,,Assumed,,Y,IN,PJM,40.402729,-85.540002,05/01/2026,2026,40.7,-85.9,0.46687108225398205
Clinton Solar,Solar,49.9,64.9,TotalEnergies,Operating,61.13,,Assumed,,N,OH,PJM,39.34098,-83.76907,10/01/2025,2025,38.9,-84.1,0.5513420220697853
Riverstart Solar Park IV: RSS04,Solar,150.0,195.0,EDP Renewables,In Construction,55.67,PPA,Assumed,,N,IN,PJM,40.12115,-85.17476,12/01/2025,2025,39.8,-85.0,0.36562054113521036
Morgnec Solar: MORG1,Solar,55.8,72.5,Prospect14,In Construction,76.29,,Assumed,,N,MD,PJM,39.2299,-76.0525,03/01/2026,2026,38.9,-76.0,0.334051283488031
Blue Jay Solar,Solar,100.0,130.0,Urban Grid,Suspended,70.93,,Assumed,,N,VA,PJM,37.13548,-80.630801,12/01/2025,2025,37.1,-80.5,0.13552760604762912
Smith-Francis Junction 25 kV,Solar,20.0,26.0,Prospect14,Operating,71.87,,Assumed,,N,PA,PJM,40.378946,-80.405998,07/01/2025,2025,40.7,-80.5,0.3345325797586881
Jackson Center Solar Facility,Solar,20.0,26.0,Teichos Energy,In Construction,76.72,,Assumed,,N,PA,PJM,41.297929,-80.122067,07/01/2026,2026,41.6,-80.5,0.4838183972628551
Edgecome Solar Energy Center,Solar,75.0,97.5,Invenergy,Suspended,63.09,VPPA,Assumed,C&I,N,NC,PJM,35.937262,-77.671786,12/01/2025,2025,36.2,-77.8,0.2923526747611574
Henry County Solar,Solar,40.0,52.0,Repsol Renewables NA,Suspended,66.57,,Assumed,,N,OH,PJM,41.472103,-84.125269,08/01/2026,2026,41.6,-84.1,0.13036934060584013
South Branch Solar,Solar,205.0,266.5,Leeward Renewable Energy,Suspended,62.31,,Assumed,,N,OH,PJM,41.071514,-83.45838,12/01/2025,2025,40.7,-83.2,0.45252942069659907
Esky Solar Project,Solar,10.0,13.0,New Jersey Resources Corporation,In Construction,76.65,,Assumed,,N,NJ,PJM,39.712894,-75.204712,04/01/2026,2026,39.8,-75.1,0.13620594032567407
Shorebird Solar,Solar,116.5,151.5,Pine Gate Renewables,Suspended,76.0,,Assumed,,N,PA,PJM,41.848506,-80.11018,12/01/2025,2025,41.6,-80.5,0.4622930503868728
American Beech Solar,Solar,60.0,78.0,BayWa r.e.,In Construction,62.67,,Assumed,,N,NC,PJM,36.203487,-77.528458,01/01/2026,2026,36.2,-77.8,0.27156438818998
Red Brick Solar,Solar,130.0,169.0,Apex Clean Energy,In Construction,77.36,,Assumed,,N,VA,PJM,36.866334,-78.340238,07/01/2026,2026,37.1,-78.7,0.42898542655899424
Vinton Solar Energy,Solar,125.0,162.5,Invenergy,In Construction,62.24,,Assumed,,N,OH,PJM,39.252236,-82.404147,04/01/2026,2026,38.9,-82.3,0.36731021943992104
River Trail Solar: ENX22,Solar,20.0,26.0,"River Trail Solar, LLC",Operating,71.06,,Assumed,,N,VA,PJM,36.709453,-80.88508,04/01/2025,2025,37.1,-80.5,0.5484647350641607
Trade Post Solar: TRADE,Solar,200.0,260.0,Invenergy,In Construction,56.68,,Assumed,,N,IN,PJM,39.238271,-87.51133,06/01/2026,2026,38.9,-87.7,0.3873288503855606
Franklin Solar,Solar,20.0,26.0,Hecate Energy,In Construction,75.13,,Assumed,,N,PA,PJM,41.764428,-79.811311,09/01/2026,2026,41.6,-79.6,0.2677478401500265
Madison County Solar,Solar,100.0,130.0,Acciona Energy,Suspended,55.94,VPPA,Assumed,C&I,N,IN,PJM,40.359802,-85.792542,09/01/2025,2025,40.7,-85.9,0.35676589098175066
Cherrywood Solar I: 6794,Solar,145.0,188.5,NextEra Energy Resources,In Construction,75.34,,Assumed,,N,MD,PJM,38.668892,-75.871173,09/01/2026,2026,38.9,-76.0,0.2645889332398463
Sicklerville Landfill: SKLDF,Solar,2.3,3.0,"Greenprint Capital, LLC",Operating,128.42,,Assumed,,N,NJ,PJM,39.7,-74.98,04/01/2025,2025,39.8,-75.1,0.15620499351812203
Clermont County Solar Project,Solar,100.0,130.0,Savion Energy,Suspended,62.56,,Assumed,,N,OH,PJM,39.093823,-84.094968,12/01/2025,2025,38.9,-84.1,0.1938883089642094
Dodson Creek Solar,Solar,117.0,152.1,Geronimo Power,Operating,61.89,VPPA,Assumed,C&I,N,OH,PJM,39.210683,-83.758697,06/01/2025,2025,38.9,-84.1,0.46153186704495314
Walnut Solar I,Solar,50.0,65.0,Dominion Energy Virginia,In Construction,77.02,,Assumed,,N,VA,PJM,37.541343,-76.700322,07/01/2026,2026,37.1,-76.9,0.48441196035296136
RHC Solar,Solar,3.9,5.1,Flonium,In Construction,75.3,,Assumed,,Y,MD,PJM,38.221668,-75.598992,07/01/2026,2026,38.0,-76.0,0.4581965934923612
AF2-088,Solar,6.5,8.5,Oriden,In Construction,74.7,,Assumed,,N,PA,PJM,41.014637,-78.358635,09/01/2026,2026,40.7,-78.7,0.4642483225537771
Elkwood Solar,Solar,60.0,78.0,ENGIE North America,In Construction,76.86,,Assumed,,N,VA,PJM,38.496171,-77.836162,08/01/2026,2026,38.9,-77.8,0.4054448809456123
Backbone Solar Project,Solar,175.0,227.5,Competitive Power Ventures,In Construction,70.18,,Assumed,,N,MD,PJM,39.442372,-79.20164,03/01/2026,2026,39.8,-79.6,0.5353395894047032
Jackson Center Solar II,Solar,20.0,26.0,Pattern Energy,In Construction,76.72,,Assumed,,N,PA,PJM,41.294949,-80.121851,07/01/2026,2026,41.6,-80.5,0.48585263074516155
Mt Olive Creek Solar,Solar,60.0,78.0,Carolina Solar Energy,In Construction,56.4,,Assumed,,N,KY,PJM,37.102945,-85.08604,09/01/2026,2026,37.1,-85.0,0.08609038636804615
Ho-Fel Solar,Solar,50.2,65.3,Pine Gate Renewables,In Construction,76.99,,Assumed,,N,VA,PJM,36.673032,-76.88201,10/01/2026,2026,37.1,-76.9,0.4273468300151556
Bedington,Solar,100.0,130.0,Torch Clean Energy,Suspended,71.77,,Assumed,,N,MD,PJM,39.314887,-77.522986,10/01/2025,2025,38.9,-77.8,0.4988666945838306
Greenfield CSG 1,Solar,4.0,5.2,SunVest Solar,Suspended,75.85,,Assumed,,N,PA,PJM,42.154961,-79.82273,05/01/2025,2025,42.5,-79.6,0.410683046181609
Wild Indigo Solar,Solar,150.0,195.0,Hexagon Energy,Suspended,77.13,,Assumed,,N,VA,PJM,37.1805,-76.997827,09/01/2026,2026,37.1,-76.9,0.1266900624713682
Redbud Run Solar: 10,Solar,30.0,39.0,Oriden,Suspended,68.84,,Assumed,,N,VA,PJM,39.21157,-78.08417,03/01/2026,2026,38.9,-77.8,0.4216971114437515
NJ Land Phase II,Solar,10.0,13.0,CS Energy,Suspended,76.84,,Assumed,,N,NJ,PJM,40.032704,-74.656562,06/01/2025,2025,39.8,-75.1,0.5007877908455866
Spring Grove Solar II,Solar,150.0,195.0,Urban Grid,In Construction,78.08,,Assumed,,N,VA,PJM,37.16738,-76.92423,03/01/2026,2026,37.1,-76.9,0.07160417096789438
Hardin Energy Center - Phase 3,Solar,20.0,26.0,Invenergy,Operating,62.2,,Assumed,,N,OH,PJM,40.631733,-83.793516,02/01/2025,2025,40.7,-84.1,0.3139949450946612
Stony Creek Solar: ENX26,Solar,15.0,19.5,Energix Renewables,Suspended,75.27,,Assumed,,N,PA,PJM,40.222386,-78.8812,10/01/2025,2025,39.8,-78.7,0.4596121984847705
Juliet Energy Project: OHJE1,Solar,50.0,65.0,7X Energy,In Construction,66.73,,Assumed,,N,OH,PJM,41.343803,-83.81598,02/01/2026,2026,41.6,-84.1,0.38249740287876344
Foster Run,Solar,10.0,13.0,Birch Creek Development,Suspended,75.12,,Assumed,,N,PA,PJM,41.472589,-79.907949,08/01/2026,2026,41.6,-79.6,0.3332658841255812
Welcome Solar II,Solar,19.9,25.9,Emeren,In Construction,69.54,,Assumed,,N,PA,PJM,40.526718,-80.405554,08/01/2026,2026,40.7,-80.5,0.1973491789696655
Blue Moon: BLUMN,Solar,70.0,91.0,Recurrent Energy,In Construction,56.59,,Assumed,,N,KY,PJM,38.37118,-84.2578,06/01/2026,2026,38.0,-84.1,0.4033304258297465
Barbertown Solar,Solar,7.0,9.1,Sunpin Solar,Suspended,76.64,,Assumed,,N,NJ,PJM,40.505443,-74.95759,06/01/2026,2026,40.7,-75.1,0.2411079309126946
SunEast Hooversville Solar,Solar,10.0,13.0,Cordelio Power,Suspended,74.48,,Assumed,,N,PA,PJM,40.153581,-78.934224,08/01/2026,2026,39.8,-78.7,0.4241231021024471
Morrow County Solar II,Solar,64.0,83.2,Open Road Renewables,Suspended,66.61,,Assumed,,N,OH,PJM,40.475914,-82.913334,03/01/2026,2026,40.7,-83.2,0.3638570199295295
Pickaway County II Solar,Solar,49.9,64.9,Savion Energy,Operating,61.07,,Assumed,,N,OH,PJM,39.557415,-83.185179,01/01/2025,2025,39.8,-83.2,0.24303733101315753
Kensington PV 1,Solar,145.0,188.5,LS Power,Suspended,62.49,,Assumed,,N,OH,PJM,40.679724,-80.895584,01/01/2026,2026,40.7,-80.5,0.39610329111482995
Cherry Solar,Solar,180.0,300.0,SunEnergy1,Suspended,62.93,,Assumed,,N,NC,PJM,36.528224,-77.780691,08/01/2025,2025,36.2,-77.8,0.32879147138725917
GGC Solar,Solar,2.7,3.4,Flonium,In Construction,75.51,,Assumed,,Y,MD,PJM,38.552284,-76.051507,07/01/2026,2026,38.9,-76.0,0.3515101530610445
Recreation Solar,Solar,49.5,64.4,BQ Energy,Suspended,62.33,,Assumed,,N,OH,PJM,39.828927,-81.676641,12/01/2025,2025,39.8,-81.4,0.27814926606050755
Wheatsborough Solar,Solar,125.0,162.5,Apex Clean Energy,Operating,66.58,PPA,Assumed,C&I,N,OH,PJM,41.33823,-82.82649,07/01/2025,2025,41.6,-83.2,0.4561066245956051
Sun Ridge Solar: ENX25,Solar,50.0,65.0,NextEra Energy Resources,In Construction,77.7,,Assumed,,Y,VA,PJM,38.314898,-78.74463,03/01/2026,2026,38.0,-78.7,0.3180449454149515
Porter Mill Solar: PORM1,Solar,46.0,59.8,Urban Grid,In Construction,75.3,,Assumed,,N,MD,PJM,38.424314,-75.69678,09/01/2026,2026,38.0,-76.0,0.521521561391281
Walnut Solar I,Solar,20.0,26.0,Dominion Energy Virginia,In Construction,77.02,,Assumed,,N,VA,PJM,37.542684,-76.703813,07/01/2026,2026,37.1,-76.9,0.48420911063816574
Pitt Solar,Solar,80.0,104.0,SunEnergy1,In Construction,61.54,,Assumed,,N,NC,PJM,35.789581,-77.37,11/01/2026,2026,36.2,-77.8,0.5944272500155064
Pickaway County Solar,Solar,49.9,64.9,Enel Green Power,Operating,61.07,,Assumed,,N,OH,PJM,39.557374,-83.186961,01/01/2025,2025,39.8,-83.2,0.2429761128115218
Bakers Pond Solar,Solar,100.0,130.0,EC&R Solar Development,Suspended,77.02,,Assumed,,N,VA,PJM,37.122469,-77.286934,07/01/2026,2026,37.1,-76.9,0.38758583090329474
Magenta Solar,Solar,12.0,15.6,Pine Gate Renewables,Suspended,74.23,,Assumed,,N,PA,PJM,40.010631,-78.456601,08/01/2026,2026,39.8,-78.7,0.3218827292073902
Great Bend Solar Project: GBSP1,Solar,48.0,62.4,Doral Renewables,In Construction,62.26,PPA,Assumed,Utility,N,OH,PJM,39.003333,-81.77111,04/01/2026,2026,38.9,-81.4,0.3852276482665678
Meadow Forge Solar Energy Center,Solar,33.0,42.9,Invenergy,Suspended,55.12,,Assumed,,N,IN,PJM,40.33785,-85.495049,11/01/2026,2026,40.7,-85.9,0.5432659890891467
Cadence Solar II Energy Center,Solar,120.0,156.0,Invenergy,In Construction,62.07,,Assumed,,Y,OH,PJM,40.377601,-83.439752,03/01/2026,2026,40.7,-83.2,0.4017737381972604
